logradouro,bairro,hierarquia,velocidade_maxima,peso_h,peso_v
RUA SETE,IRAJÁ,Local,30,1,"1,0"
RUA SIRACUSA,IRAJÁ,Local,30,1,"1,0"
RUA SOLDADO ELIAS DOS SANTOS,IRAJÁ,Local,30,1,"1,0"
RUA SOLDADO GERALDO ELIAS,IRAJÁ,Local,30,1,"1,0"
RUA SOLDADO JOSE PEREIRA,IRAJÁ,Local,30,1,"1,0"
RUA SOLDADO JOÃO DOS REIS,IRAJÁ,Local,30,1,"1,0"
RUA SOLDADO TEODORO RIBEIRO,IRAJÁ,Local,30,1,"1,0"
RUA SOTERO VAZ,IRAJÁ,Local,30,1,"1,0"
RUA SUMAUNA,IRAJÁ,Local,30,1,"1,0"
RUA SÃO CANUTO,IRAJÁ,Local,30,1,"1,0"
RUA SÃO FABIÃO,IRAJÁ,Local,30,1,"1,0"
RUA SÃO LEONARDO,IRAJÁ,Local,30,1,"1,0"
RUA SÃO SIMPLÍCIO,IRAJÁ,Local,30,1,"1,0"
RUA TANABI,IRAJÁ,Local,30,1,"1,0"
RUA TEJUPA,IRAJÁ,Local,30,1,"1,0"
RUA TENENTE JERÔNIMO MESQUITA,IRAJÁ,Local,30,1,"1,0"
RUA TENENTE TEODORO,IRAJÁ,Local,30,1,"1,0"
RUA TEODORO ALVES PACHECO,IRAJÁ,Local,30,1,"1,0"
RUA TEODORO BURLAMAQUI,IRAJÁ,Local,30,1,"1,0"
RUA THETIS DRUMOND,IRAJÁ,Local,30,1,"1,0"
RUA TOROPASSO,IRAJÁ,Local,30,1,"1,0"
RUA TORQUATO CABRAL,IRAJÁ,Local,30,1,"1,0"
RUA TRÁS-OS-MONTES,IRAJÁ,Local,30,1,"1,0"
RUA TURIANA,IRAJÁ,Local,30,1,"1,0"
RUA TURVO,IRAJÁ,Coletora,30,2,"1,0"
RUA UARICI,IRAJÁ,Local,30,1,"1,0"
RUA UM,IRAJÁ,Local,30,1,"1,0"
RUA URUCARÁ,IRAJÁ,Local,30,1,"1,0"
RUA VEREADOR ALEXANDRINO SOARES,IRAJÁ,Local,30,1,"1,0"
RUA VINTE E CINCO DE DEZEMBRO,IRAJÁ,Local,30,1,"1,0"
RUA VIRGILIO REZENDE,IRAJÁ,Local,30,1,"1,0"
RUA VISCONDE DE MACEIÓ,IRAJÁ,Local,30,1,"1,0"
RUA VISCONDE DE SÃO LEOPOLDO,IRAJÁ,Local,30,1,"1,0"
RUA VÁRZEA,IRAJÁ,Local,30,1,"1,0"
RUA ZILDA,IRAJÁ,Local,30,1,"1,0"
TRAVESSA ARAMBIPE,IRAJÁ,Local,30,1,"1,0"
TRAVESSA CAMPANHA,IRAJÁ,Local,30,1,"1,0"
TRAVESSA COROATA,IRAJÁ,Local,30,1,"1,0"
TRAVESSA ESTREMADURA,IRAJÁ,Local,20,1,"1,0"
TRAVESSA GRACINDA,IRAJÁ,Local,20,1,"1,0"
TRAVESSA GUARITA,IRAJÁ,Local,30,1,"1,0"
TRAVESSA JOAQUIM,IRAJÁ,Local,20,1,"1,0"
TRAVESSA JOSÉ MACHADO,IRAJÁ,Local,30,1,"1,0"
TRAVESSA MURITIAPINA,IRAJÁ,Local,30,1,"1,0"
TRAVESSA OEIRAS,IRAJÁ,Local,30,1,"1,0"
TRAVESSA PIRACABA,IRAJÁ,Local,30,1,"1,0"
TRAVESSA ROSA,IRAJÁ,Local,20,1,"1,0"
TRAVESSA UNIÃO,IRAJÁ,Local,30,1,"1,0"
TREVO DAS MARGARIDAS,IRAJÁ,Local,70,1,"3,0"
VILA CANDIDA,IRAJÁ,Local,30,1,"1,0"
VILA PUREZA,IRAJÁ,Local,30,1,"1,0"
AVENIDA A PAA 10090/PAL 37215,ITANHANGÁ,Local,20,1,"1,0"
AVENIDA CENTRAL,ITANHANGÁ,Local,20,1,"1,0"
AVENIDA DA AREINHA,ITANHANGÁ,Local,20,1,"1,0"
AVENIDA ENGENHEIRO SOUZA FILHO,ITANHANGÁ,Arterial secundária,60,3,"2,0"
AVENIDA FILADELFO DE AZEVEDO,ITANHANGÁ,Local,30,1,"1,0"
AVENIDA PANTANAL,ITANHANGÁ,Local,20,1,"1,0"
AVENIDA SÃO JOSEMARIA ESCRIVÁ,ITANHANGÁ,Local,30,1,"1,0"
CAMINHO DO QUILOMBO,ITANHANGÁ,Local,30,1,"1,0"
ENTRADA ITAJURU,ITANHANGÁ,Local,30,1,"1,0"
ESTRADA DA BARRA DA TIJUCA,ITANHANGÁ,Arterial secundária,60,3,"2,0"
ESTRADA DAS FURNAS,ITANHANGÁ,Local,50,1,"1,5"
ESTRADA DE JACAREPAGUÁ,ITANHANGÁ,Arterial secundária,30,3,"1,0"
ESTRADA DO ITANHANGÁ,ITANHANGÁ,Arterial secundária,40,3,"1,2"
ESTRADA DO PICAPAU,ITANHANGÁ,Local,30,1,"1,0"
ESTRADA ITAJURU,ITANHANGÁ,Local,30,1,"1,0"
PRAÇA CLEMENTE MARIANI,ITANHANGÁ,Local,30,1,"1,0"
PRAÇA DESEMBARGADOR ESTÁCIO BENEVIDES,ITANHANGÁ,Local,30,1,"1,0"
PRAÇA DOUTOR FONSECA HERMES,ITANHANGÁ,Local,30,1,"1,0"
PRAÇA ENGENHEIRO PAULO CESAR COUTINHO,ITANHANGÁ,Local,30,1,"1,0"
PRAÇA RENATO VIANA,ITANHANGÁ,Local,30,1,"1,0"
PRAÇA SENADOR MELO VIANA,ITANHANGÁ,Local,30,1,"1,0"
RUA A,ITANHANGÁ,Local,20,1,"1,0"
RUA A - A,ITANHANGÁ,Local,30,1,"1,0"
RUA AGAMENON MAGALHÃES,ITANHANGÁ,Local,30,1,"1,0"
RUA ALEXANDRA,ITANHANGÁ,Local,30,1,"1,0"
RUA ALTEVIR SOARES,ITANHANGÁ,Local,30,1,"1,0"
RUA ANA MARTA,ITANHANGÁ,Local,20,1,"1,0"
RUA ARABUTA,ITANHANGÁ,Local,30,1,"1,0"
RUA ARAGUAIMA,ITANHANGÁ,Local,30,1,"1,0"
RUA ARMANDO DUBOIS FERREIRA,ITANHANGÁ,Local,20,1,"1,0"
RUA ARMANDO SARMENTO,ITANHANGÁ,Local,30,1,"1,0"
RUA B,ITANHANGÁ,Local,20,1,"1,0"
RUA BRITÂNIA,ITANHANGÁ,Local,20,1,"1,0"
RUA BRUSQUE,ITANHANGÁ,Local,30,1,"1,0"
RUA BURITANA,ITANHANGÁ,Local,20,1,"1,0"
RUA C,ITANHANGÁ,Local,20,1,"1,0"
RUA CARLOS FRIAS,ITANHANGÁ,Local,30,1,"1,0"
RUA CARLOS LUIZ BANDEIRA STAMPA,ITANHANGÁ,Local,20,1,"1,0"
RUA CAUEIRAS,ITANHANGÁ,Local,20,1,"1,0"
RUA CINCO,ITANHANGÁ,Local,20,1,"1,0"
RUA CLARICE LISPECTOR,ITANHANGÁ,Local,30,1,"1,0"
RUA COMANDANTE SOARES DE PINA,ITANHANGÁ,Local,20,1,"1,0"
RUA COMENDADOR FRANCISCO LEAL,ITANHANGÁ,Local,30,1,"1,0"
RUA COMISSÁRIO CAMPOS GAY,ITANHANGÁ,Local,30,1,"1,0"
RUA DA CHÁCARA,ITANHANGÁ,Local,20,1,"1,0"
RUA DA FIGUEIRA,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS ACEROLAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS AMEIXAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS AMORAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS BANANAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS CARAMBOLAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS FRAMBOESAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS GRAVIOLAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS JACAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS LARANJAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS MANGAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS MELANCIAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS PERAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS PITANGAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS TAMARINAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS TANGERINAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DAS UVAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DESEMBARGADOR SAUL DE GUSMÃO,ITANHANGÁ,Local,30,1,"1,0"
RUA DEZ,ITANHANGÁ,Local,30,1,"1,0"
RUA DO BICÃO,ITANHANGÁ,Local,20,1,"1,0"
RUA DO MEIO,ITANHANGÁ,Local,20,1,"1,0"
RUA DOIS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOM ROSALVO COSTA REGO,ITANHANGÁ,Arterial secundária,50,3,"1,5"
RUA DOS ABACATES,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS ANANAIS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS CAJAS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS CAJUS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS CAQUIS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS DAMASCOS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS FIGOS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS IMBUS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS JAMELÕES,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS JATOBÁS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS JENIPAPOS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS LIMÕES,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS MELÕES,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS MORANGOS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOS SAPOTIS,ITANHANGÁ,Local,20,1,"1,0"
RUA DOUTOR LUIZ CAPRIGLIONE,ITANHANGÁ,Local,30,1,"1,0"
RUA DOUTOR MOURA NOBRE,ITANHANGÁ,Local,30,1,"1,0"
RUA ENGENHEIRO ALFREDO NIEMEYER,ITANHANGÁ,Local,30,1,"1,0"
RUA ENGENHEIRO DANTAS LEITE,ITANHANGÁ,Local,30,1,"1,0"
RUA ENGENHEIRO EGBERTO MAGALHÃES,ITANHANGÁ,Local,30,1,"1,0"
RUA ENGENHEIRO FONSECA COSTA,ITANHANGÁ,Local,30,1,"1,0"
RUA ENGENHEIRO NEVES DA ROCHA,ITANHANGÁ,Local,30,1,"1,0"
RUA ENGENHEIRO PIRES DO RIO,ITANHANGÁ,Local,30,1,"1,0"
RUA ERNANI AGRICOLA,ITANHANGÁ,Local,30,1,"1,0"
RUA ESTELLA DE QUEIROZ,ITANHANGÁ,Local,30,1,"1,0"
RUA ESTRELA D´ALVA,ITANHANGÁ,Local,30,1,"1,0"
RUA EVERALDO DAYRELL DE LIMA,ITANHANGÁ,Local,30,1,"1,0"
RUA FIGUEIRA DE ALMEIDA,ITANHANGÁ,Local,20,1,"1,0"
RUA FLORESTA IMPERIAL,ITANHANGÁ,Local,30,1,"1,0"
RUA FRANCISCO DELFINO,ITANHANGÁ,Local,30,1,"1,0"
RUA G PAA 10090/PAL 37215,ITANHANGÁ,Local,30,1,"1,0"
RUA GERALDO JOSE DE ALMEIDA,ITANHANGÁ,Local,30,1,"1,0"
RUA INTENDENTE VIEIRA DE MOURA,ITANHANGÁ,Local,30,1,"1,0"
RUA ITÁLIA FAUSTA,ITANHANGÁ,Local,30,1,"1,0"
RUA JAGUARETAMA,ITANHANGÁ,Local,30,1,"1,0"
RUA JARDIM DO SERIDÓ,ITANHANGÁ,Local,30,1,"1,0"
RUA JOSE CONDE,ITANHANGÁ,Local,30,1,"1,0"
RUA JOSE PAULINO PEREIRA,ITANHANGÁ,Local,30,1,"1,0"
RUA JOSÉ JOÃO AMBRÓSIO DA SILVA,ITANHANGÁ,Local,20,1,"1,0"
RUA JOÃO CARLOS,ITANHANGÁ,Local,20,1,"1,0"
RUA JOÃO COELHO BRANCO,ITANHANGÁ,Local,30,1,"1,0"
RUA JULIANIA,ITANHANGÁ,Local,30,1,"1,0"
RUA JULIO LEITE,ITANHANGÁ,Local,30,1,"1,0"
RUA KHALIL GIBRAN,ITANHANGÁ,Local,30,1,"1,0"
RUA LÚCIO RANGEL,ITANHANGÁ,Local,20,1,"1,0"
RUA MACHADO E SILVA,ITANHANGÁ,Local,30,1,"1,0"
RUA MARIO PORTO,ITANHANGÁ,Local,30,1,"1,0"
RUA MARIO SOARES,ITANHANGÁ,Local,20,1,"1,0"
RUA MARITUBA,ITANHANGÁ,Local,30,1,"1,0"
RUA MINISTRO WALDEMAR FALCÃO,ITANHANGÁ,Local,30,1,"1,0"
RUA MIRAIMA,ITANHANGÁ,Local,30,1,"1,0"
RUA MIRANDA ROSA,ITANHANGÁ,Local,30,1,"1,0"
RUA MOACIR FENELON,ITANHANGÁ,Local,30,1,"1,0"
RUA NOVA MILANO,ITANHANGÁ,Local,30,1,"1,0"
RUA ODUWALDO VIANNA FILHO,ITANHANGÁ,Local,30,1,"1,0"
RUA ORLANDO VILLAS BOAS,ITANHANGÁ,Local,30,1,"1,0"
RUA PAULO GEYER,ITANHANGÁ,Local,30,1,"1,0"
RUA PENEDIA,ITANHANGÁ,Local,30,1,"1,0"
RUA PROFESSOR DULCÍDIO PEREIRA,ITANHANGÁ,Local,30,1,"1,0"
RUA PROFESSORA VERA SUASSUNA,ITANHANGÁ,Local,30,1,"1,0"
RUA QUATRO,ITANHANGÁ,Local,20,1,"1,0"
RUA RAFAEL DE CARVALHO,ITANHANGÁ,Local,20,1,"1,0"
RUA RANCHARIA,ITANHANGÁ,Local,20,1,"1,0"
RUA RANGEL GUIMARÃES,ITANHANGÁ,Local,20,1,"1,0"
RUA RAUL PITANGA,ITANHANGÁ,Local,30,1,"1,0"
RUA REDENÇÃO DA SERRA,ITANHANGÁ,Local,20,1,"1,0"
RUA RIOGRANDINA,ITANHANGÁ,Local,30,1,"1,0"
RUA ROMÃO CORTES DE LACERDA,ITANHANGÁ,Local,30,1,"1,0"
RUA RUBINÉIA,ITANHANGÁ,Local,20,1,"1,0"
RUA SAUBARA,ITANHANGÁ,Local,30,1,"1,0"
RUA SEIS,ITANHANGÁ,Local,20,1,"1,0"
RUA SENHOR MANOEL,ITANHANGÁ,Local,30,1,"1,0"
RUA SETE,ITANHANGÁ,Local,20,1,"1,0"
RUA TEOFILA DE CARVALHO,ITANHANGÁ,Local,30,1,"1,0"
RUA TEREZINHA BRANCO T.,ITANHANGÁ,Local,20,1,"1,0"
RUA TRÊS,ITANHANGÁ,Local,20,1,"1,0"
RUA UM,ITANHANGÁ,Local,30,1,"1,0"
RUA VIVALDE BRANDÃO COUTO,ITANHANGÁ,Local,20,1,"1,0"
ESTRADA DOS COQUEIROS,JABOUR,Local,30,1,"1,0"
RUA ANTONIO ALVES PIRES,JABOUR,Local,30,1,"1,0"
RUA BAALBECK,JABOUR,Local,30,1,"1,0"
RUA BEETHOVEN,JABOUR,Local,30,1,"1,0"
RUA BEIRUTE,JABOUR,Local,30,1,"1,0"
RUA BYBLOS,JABOUR,Local,30,1,"1,0"
RUA COROADOS,JABOUR,Local,30,1,"1,0"
RUA FELIX TAUNAY,JABOUR,Local,30,1,"1,0"
RUA FRANCISCO PEREIRA,JABOUR,Local,30,1,"1,0"
RUA JOSE LEANDRO,JABOUR,Local,30,1,"1,0"
RUA MACATUBA,JABOUR,Local,30,1,"1,0"
RUA MARINHO REGO,JABOUR,Local,30,1,"1,0"
RUA MURILO BRAGA,JABOUR,Local,30,1,"1,0"
RUA NELSON DE SENA,JABOUR,Local,30,1,"1,0"
RUA PICASSO,JABOUR,Local,30,1,"1,0"
RUA RAUL AZEVEDO,JABOUR,Coletora,30,2,"1,0"
RUA SILVIO FONTES,JABOUR,Coletora,30,2,"1,0"
RUA SOBREIRO,JABOUR,Local,30,1,"1,0"
RUA TRIPOLI,JABOUR,Local,30,1,"1,0"
RUA VITOR GUISARD,JABOUR,Coletora,30,2,"1,0"
RUA ZOPIRO GOULART,JABOUR,Local,30,1,"1,0"
AVENIDA ADAUTO BOTELHO,JACAREPAGUÁ,Local,30,1,"1,0"
AVENIDA ALMIRANTE SYLVIO FIGUEIREDO,JACAREPAGUÁ,Local,30,1,"1,0"
AVENIDA AYRTON SENNA,JACAREPAGUÁ,Estrutural,80,5,"3,0"
AVENIDA CANAL DO ANIL,JACAREPAGUÁ,Local,30,1,"1,0"
AVENIDA CIDADE DE DEUS,JACAREPAGUÁ,Local,30,1,"1,0"
AVENIDA COMANDANTE GUARANYS,JACAREPAGUÁ,Local,30,1,"1,0"
AVENIDA EMBAIXADOR ABELARDO BUENO,JACAREPAGUÁ,Arterial primária,60,4,"2,0"
AVENIDA ENGENHEIRO SOUZA FILHO,JACAREPAGUÁ,Arterial secundária,60,3,"2,0"
AVENIDA IMPERATRIZ LEOPOLDINA,JACAREPAGUÁ,Coletora,40,2,"1,2"
AVENIDA ISABEL DOMINGUES,JACAREPAGUÁ,Local,30,1,"1,0"
AVENIDA JOÃO RIBEIRO,JACAREPAGUÁ,Local,20,1,"1,0"
AVENIDA MENEZES CORTES,JACAREPAGUÁ,Arterial secundária,50,3,"1,5"
AVENIDA MOACYR BARBOSA,JACAREPAGUÁ,Local,30,1,"1,0"
AVENIDA NOSSA SENHORA DE FÁTIMA,JACAREPAGUÁ,Local,30,1,"1,0"
AVENIDA SALVADOR ALLENDE,JACAREPAGUÁ,Arterial primária,70,4,"3,0"
AVENIDA TEIXEIRA BRANDÃO,JACAREPAGUÁ,Local,30,1,"1,0"
BECO DO FLÁVIO,JACAREPAGUÁ,Local,20,1,"1,0"
BECO FELICIDADE,JACAREPAGUÁ,Local,20,1,"1,0"
BECO SILVA,JACAREPAGUÁ,Local,20,1,"1,0"
BECO UM,JACAREPAGUÁ,Local,20,1,"1,0"
BECO VINTE,JACAREPAGUÁ,Local,20,1,"1,0"
CAMINHO DA CACHOEIRA,JACAREPAGUÁ,Local,30,1,"1,0"
CAMINHO DA CAIEIRA,JACAREPAGUÁ,Local,30,1,"1,0"
CAMINHO DA LIMEIRA,JACAREPAGUÁ,Local,30,1,"1,0"
CAMINHO DA SERRA DO MATEUS,JACAREPAGUÁ,Local,20,1,"1,0"
CAMINHO DAS ARRUDAS,JACAREPAGUÁ,Local,20,1,"1,0"
CAMINHO DAS PEDRINHAS,JACAREPAGUÁ,Local,20,1,"1,0"
CAMINHO DO FINCÃO,JACAREPAGUÁ,Local,20,1,"1,0"
CAMINHO DO LEOPOLDO,JACAREPAGUÁ,Local,20,1,"1,0"
CAMINHO DO RIO PEQUENO,JACAREPAGUÁ,Local,20,1,"1,0"
CAMINHO DO SERTÃO,JACAREPAGUÁ,Local,20,1,"1,0"
CAMINHO DOS CALHARINS,JACAREPAGUÁ,Local,30,1,"1,0"
CORREDOR PRESIDENTE TANCREDO DE ALMEIDA NEVES,JACAREPAGUÁ,Local,40,1,"1,2"
ESCADARIA DA ITUVERAVA,JACAREPAGUÁ,Local,20,1,"1,0"
ESTRADA BOUGAINVILLE,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA CORONEL PEDRO CORREA,JACAREPAGUÁ,Coletora,70,2,"3,0"
ESTRADA DA COLÔNIA VELHA,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DA CURICICA,JACAREPAGUÁ,Coletora,40,2,"1,2"
ESTRADA DA LIGAÇÃO,JACAREPAGUÁ,Coletora,30,2,"1,0"
ESTRADA DA PEDRA NEGRA,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DE JACAREPAGUÁ,JACAREPAGUÁ,Arterial secundária,30,3,"1,0"
ESTRADA DO BANANAL,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DO CAMORIM,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DO CAÇAMBÊ,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DO GUANUMBI,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DO PAU DA FOME,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DO QUITITE,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DO RIO GRANDE,JACAREPAGUÁ,Coletora,40,2,"1,2"
ESTRADA DO RIO PEQUENO,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DO SERTÃO,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA DOS BANDEIRANTES,JACAREPAGUÁ,Arterial primária,60,4,"2,0"
ESTRADA DOS TRÊS RIOS,JACAREPAGUÁ,Arterial secundária,60,3,"2,0"
ESTRADA RUBELITA,JACAREPAGUÁ,Local,20,1,"1,0"
ESTRADA SANTA INÊS,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA SANTA MAURA,JACAREPAGUÁ,Local,30,1,"1,0"
ESTRADA VARIANTE JACAREPAGUÁ,JACAREPAGUÁ,Arterial secundária,30,3,"1,0"
ESTRADA VIRGOLÂNDIA,JACAREPAGUÁ,Local,30,1,"1,0"
LADEIRA DE SANTA MARIA,JACAREPAGUÁ,Local,20,1,"1,0"
PONTE PLÁCIDO DE CASTRO,JACAREPAGUÁ,Estrutural,80,5,"3,0"
PONTE SANTOS DUMONT,JACAREPAGUÁ,Estrutural,70,5,"3,0"
PRAÇA GUINÉ BISSAL,JACAREPAGUÁ,Local,30,1,"1,0"
PRAÇA MARIO TEBYRICA,JACAREPAGUÁ,Local,30,1,"1,0"
PRAÇA TOBIAS,JACAREPAGUÁ,Local,30,1,"1,0"
PRAÇA ÁFRICA DO SUL,JACAREPAGUÁ,Local,30,1,"1,0"
RUA A,JACAREPAGUÁ,Local,30,1,"1,0"
RUA A - A - A,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ABADIANA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ABRAHÃO JABOUR,JACAREPAGUÁ,Coletora,40,2,"1,2"
RUA ADMAR,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ADÍLSON ANTÔNIO DE LACERDA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA AFFONSO VASCONCELLOS VÁRZEA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ALBERTO LIPORACI,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ALDRIN,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ALECRINS DO OUTEIRO,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ALEXANDRO DE SOUZA BARBOSA,JACAREPAGUÁ,Local,20,1,"1,0"
RUA ALGERIA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ALMIR DE ALMEIDA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ALVARO LEITE GUIMARÃES,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ALVARO VALLE,JACAREPAGUÁ,Local,30,1,"1,0"
RUA AMANARI DO CALHARIS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA AMARELINHO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA ANDRE ROCHA,JACAREPAGUÁ,Coletora,40,2,"1,2"
RUA ANTONIO ALVES,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ANTÃO FERNANDES,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ANTÔNIO GALDINO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA APICURANA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA APUA DO CALHARIS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ARATICUM,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ARICURANA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ARMANDO COSTA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ARMSTRONG,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ARRAIAS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ARTUR CARNAUBA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ARUEIRA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA ASSIS REPUBLICANO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA AYRTON SENNA,JACAREPAGUÁ,Local,20,1,"1,0"
RUA AZALEIAS DO OUTEIRO,JACAREPAGUÁ,Local,30,1,"1,0"
RUA B,JACAREPAGUÁ,Local,30,1,"1,0"
RUA BABILÔNIA,JACAREPAGUÁ,Local,20,1,"1,0"
RUA BARRA BONITA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA BARRA DO SENA,JACAREPAGUÁ,Local,20,1,"1,0"
RUA BEAN,JACAREPAGUÁ,Local,30,1,"1,0"
RUA BEIRA LIMA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA BELO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA BEM-ME-QUER,JACAREPAGUÁ,Local,20,1,"1,0"
RUA BOM PASTOR,JACAREPAGUÁ,Local,20,1,"1,0"
RUA BRANDÃO MONTEIRO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA BRITO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA C,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CAMINHO DO LEOPOLDO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA CARLOS AUGUSTO DA SILVA,JACAREPAGUÁ,Local,20,1,"1,0"
RUA CARLOS MENEZES,JACAREPAGUÁ,Local,20,1,"1,0"
RUA CARMO DO CAJURU,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CAUNGULA,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CECÍLIA PASSARELLI,JACAREPAGUÁ,Local,20,1,"1,0"
RUA CENTO E TRINTA E TRÊS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CHALE,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CINCO,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CLARA NUNES,JACAREPAGUÁ,Local,20,1,"1,0"
RUA CLARAVAL,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CLODOMIR L. DOS REIS LUCAS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA COLLINS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CONDOR,JACAREPAGUÁ,Local,20,1,"1,0"
RUA CONQUISTA DO AMANHÃ,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CONRAD,JACAREPAGUÁ,Local,30,1,"1,0"
RUA COQUEIROS DO OUTEIRO,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CORDEIRO,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CORONEL WILHAM,JACAREPAGUÁ,Local,30,1,"1,0"
RUA COSME E DAMIÃO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA COSTA VERDE DO CALHARIS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CRISTO REI,JACAREPAGUÁ,Local,20,1,"1,0"
RUA CRISÂNTEMO,JACAREPAGUÁ,Local,30,1,"1,0"
RUA CÁSSIA ÉLLER,JACAREPAGUÁ,Local,30,1,"1,0"
RUA D,JACAREPAGUÁ,Local,30,1,"1,0"
RUA DA CONCEIÇÃO,JACAREPAGUÁ,Local,20,1,"1,0"
RUA DARCI DE PAULA,JACAREPAGUÁ,Local,20,1,"1,0"
RUA DAS ORQUÍDEAS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA DAS PASTORINHAS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA DAS ROSAS,JACAREPAGUÁ,Local,30,1,"1,0"
RUA DAS UVAS,JACAREPAGUÁ,Local,20,1,"1,0"
RUA DAVID PINHEIRO,JACAREPAGUÁ,Local,30,1,"1,0"
